Year,loc_ID,x,y,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_2_1,e_2_2,e_2_3,e_2_4,e_2_5,e_2_6,e_2_7,e_2_8,e_3_1,e_3_2,e_3_3,e_3_4,e_3_5,e_3_6,e_3_7,e_3_8,e_4_1,e_4_2,e_4_3,e_4_4,e_4_5,e_4_6,e_4_7,e_4_8,s_1_1,s_1_2,s_1_3,s_1_4,s_1_5,s_1_6,s_1_7,s_1_8,rs_1_1,rs_1_2,rs_1_3,rs_1_4,rs_1_5,rs_1_6,rs_1_7,rs_1_8,rs_2_1,rs_2_2,rs_2_3,rs_2_4,rs_2_5,rs_2_6,rs_2_7,rs_2_8,rs_3_1,rs_3_2,rs_3_3,rs_3_4,rs_3_5,rs_3_6,rs_3_7,rs_3_8,rs_4_1,rs_4_2,rs_4_3,rs_4_4,rs_4_5,rs_4_6,rs_4_7,rs_4_8,rs_5_1,rs_5_2,rs_5_3,rs_5_4,rs_5_5,rs_5_6,rs_5_7,rs_5_8,yield
2003,35,-86.10066541,39.4901409,61.7,36,6,0,0,47.6,81.1,95.4,80.1,60.5,84.4,40.1,96.3,70.7,70.4,157.3,16.75,9.15,3.93,-1.67,0.24,11.73,17.45,20.59,6.27,0.07,-3.46,-10.1,-8.07,-0.41,5.89,10.45,34.8,56.3,82.2,82.2,82.2,87.9,75.8,87.9,296.895,293.625,296.12,300.975,300.29,295.395,295.5466666,296.9780952,281.93,285.15,288.995,293.22,292.935,286,295.395,289.0892858,0.0623,0.02865,0.071375,0.03365,0.03525,0.028225,0.054108333,0.044794048,0.2656,0.429275,0.418925,0.406675,0.296025,0.315075,0.371266667,0.339258333,0.122525,0.065475,0.09995,0.075125,0.068625,0.059725,0.095983333,0.067825,68.5
2004,35,-86.10066541,39.4901409,69.1,41.1,15.2,0,2.1,48.5,77.7,110.2,68.7,118.7,72.2,119.8,23.5,89.9,55.7,179.7,18.3,13.42,4.93,0.37,4.04,11.77,17.55,24.02,5.52,3.3,-2.71,-8.55,-5.88,1.72,5.9,13.26,84.1,87.9,87.9,87.9,87.9,87.9,63.1,87.9,295.025,297.88,296.735,299.42,299.285,299.26,296.5466666,297.7359524,280.26,285.715,290.675,292.25,289.61,287.55,299.26,289.3314286,0.066125,0.0499,0.04025,0.035625,0.027175,0.038225,0.052091667,0.04419881,0.23325,0.448475,0.39015,0.44345,0.332825,0.269,0.357291667,0.348425,0.13025,0.0783,0.056875,0.08085,0.06005,0.076125,0.088475,0.072341667,69.6
2005,35,-86.10066541,39.4901409,72.1,39.1,3.2,0.7,12.4,45.9,93.4,110.5,116.5,113.4,59.2,165.1,57.9,57.4,99,88,18.83,12.37,4.46,2.79,5.74,7.93,18,21.18,7.32,3.63,-4.78,-4.89,-3.58,-2.38,5.93,8.46,68.4,87.9,87.9,87.9,87.9,87.9,87.9,61.1,294.18,298.16,301.39,301.39,301.13,297.92,297.91,298.8685714,281.835,285.04,293.395,293.165,293.51,291.13,297.92,290.8564286,0.068075,0.032175,0.029275,0.0244,0.0308,0.0243,0.043175,0.036028571,0.237275,0.3905,0.419925,0.3584,0.387,0.32035,0.349233333,0.35525,0.141575,0.065,0.06375,0.057425,0.06685,0.05375,0.090108333,0.059341667,85.9
2006,35,-86.10066541,39.4901409,40.7,51.9,0,25.5,3.2,48.8,100.3,109.5,36.6,107.1,72,88.6,45.5,167.8,123.8,131.6,18.94,13.05,1.45,8.09,4.5,9.9,19.25,21.02,7.33,1.01,-5.95,-0.77,-5.72,-0.18,7.12,10.14,18.5,68.3,68.3,87.9,87.9,87.9,87.9,87.9,297.19,294.385,300.755,300.47,299.805,296.2,297.4433334,298.0354762,284.92,286.355,291.425,293.28,292.445,286.98,296.2,290.2292858,0.07185,0.062075,0.088875,0.021875,0.028725,0.02625,0.074266667,0.053416667,0.261575,0.428075,0.48445,0.360175,0.3211,0.2785,0.391366667,0.319925,0.13995,0.08665,0.103525,0.05225,0.063175,0.051125,0.110041667,0.055516667,66.7
2007,35,-86.10066541,39.4901409,66.9,39.4,31.3,3.6,0,53.9,89,90.6,134.9,91.7,146.2,126.9,79,111.5,103.9,36.8,16.47,12.26,8.29,3.96,-1.84,14.4,15.59,25.42,4.87,2.09,-1.18,-3.93,-11.48,3.11,4.3,12.28,87.9,87.9,87.9,87.9,87.9,87.9,87.9,32.4,296.505,299.075,300.76,300.655,305.23,300.51,298.78,300.2164286,281.955,289.33,290.97,291.97,295.05,290.005,300.51,291.3985714,0.07485,0.03335,0.0305,0.02675,0.024675,0.034775,0.046233333,0.038733333,0.2531,0.355275,0.445525,0.364575,0.298675,0.28585,0.3513,0.316366667,0.1484,0.074575,0.07675,0.06435,0.05525,0.080375,0.099908333,0.066658333,53.8
2008,35,-86.10066541,39.4901409,79.7,48.9,15.6,0,0.8,46.4,83.7,117.3,83,57.1,136,70.4,117.7,207.5,70,168,22.07,11.52,5.29,2.42,2.49,8.87,17.4,20.54,10,0.81,-2.45,-7.19,-6.33,-0.81,5.46,9.15,11.2,16.6,87.9,87.9,87.9,87.9,75.8,87.9,294.58,295.09,299.52,301.23,299.7,299.245,296.3966666,297.9659524,280.485,284.225,292.765,293.215,291.8,287.195,299.245,289.8471428,0.07835,0.037175,0.03075,0.024675,0.029025,0.028375,0.048758333,0.039586905,0.230875,0.354025,0.38365,0.3912,0.38675,0.2912,0.32285,0.356383333,0.16065,0.067075,0.065575,0.0566,0.06485,0.05765,0.097766667,0.0597,70
2009,35,-86.10066541,39.4901409,55.2,42.1,3.8,0,5.7,68.5,89.2,117.5,52.9,59.9,139,46.8,59.5,53.8,160.8,164.2,19.44,10.17,4.82,-0.86,5.39,13.2,16.9,22.4,5.92,-0.11,-5.48,-10.38,-5.03,1.11,5.85,11.05,17.1,31.9,58.9,58.9,87.9,87.9,87.9,87.9,296.33,296.485,299.01,298.365,298.015,295.235,297.275,297.245,279.805,287.02,292.955,291.23,291.415,286.5,295.235,289.1657142,0.076,0.038275,0.03375,0.120475,0.02185,0.029675,0.049341667,0.052766667,0.20315,0.3856,0.376525,0.409325,0.316975,0.311275,0.321758333,0.345858333,0.15025,0.072275,0.05865,0.124975,0.047525,0.0635,0.093725,0.078666667,69.5
2010,35,-86.10066541,39.4901409,65,37.5,4.3,0,0,52.5,96.5,112.3,160.9,28,83.6,42.2,38.2,84.4,75.6,128.1,15.81,13.6,3.61,-0.61,0,12.27,20.62,23.4,5.45,3.07,-4.02,-7.87,-7.73,1.1,7.72,12.99,87.9,77,87.9,87.9,87.9,87.9,63.3,72.8,297.8,293.775,300.62,302.02,302.11,301.16,297.3983334,299.2690476,283.545,288.925,293.43,295.965,293.285,288.42,301.16,292.1042858,0.06405,0.025525,0.036,0.0646,0.029325,0.02995,0.041858333,0.041615476,0.282525,0.402175,0.43785,0.4367,0.32615,0.267825,0.374183333,0.343558333,0.1144,0.053925,0.0611,0.09675,0.065775,0.061225,0.076475,0.074583333,64
2011,35,-86.10066541,39.4901409,31.6,53.8,0,0,4.2,54.9,86,95.1,29.5,139.1,39.4,45.2,121.6,107.1,231.6,153.8,21.56,13.25,0.11,-0.83,4.82,10.6,18.43,21.99,6.4,0.3,-6.91,-8.5,-5.18,0.77,6.77,11.89,15.1,87.9,87.9,87.9,87.9,87.9,87.9,87.9,294.325,297.975,300.76,301.95,301.35,295.02,297.6866666,298.4380952,282.31,288.89,293.75,296.21,293.525,287.94,295.02,291.0921428,0.07085,0.041075,0.026225,0.01735,0.0315,0.041775,0.04605,0.039260714,0.258825,0.416875,0.423875,0.34825,0.361075,0.338975,0.366525,0.349433333,0.1249,0.0794,0.060125,0.04575,0.0708,0.078475,0.088141667,0.065008333,56.1
2012,35,-86.10066541,39.4901409,78.2,49.9,26.9,6.5,24.3,76.5,92.6,112.3,83.1,164.6,132.2,92.7,40.1,97.7,74.8,82.1,18.98,13.9,7.23,5.1,6.74,17.59,18.14,26.02,5.94,3.81,-0.78,-4.53,-2.99,5.7,5.49,13.52,65.4,87.9,87.9,87.9,87.9,87.9,66.4,32.1,295.525,299.755,302.895,305.48,301.195,295.99,299.3916666,300.0330952,284.2,289.92,292.04,295.87,291.76,286.94,295.99,290.96,0.03575,0.0392,0.0291,0.033025,0.0233,0.0237,0.034683333,0.03125119,0.3341,0.42855,0.396825,0.369775,0.31915,0.287975,0.386491667,0.325633333,0.065225,0.070225,0.060525,0.071925,0.049425,0.047625,0.065325,0.056325,71.4
2013,35,-86.10066541,39.4901409,71.1,41.1,22.6,1.3,1.8,34.4,82,107,86.4,33.6,100.5,111.8,51.2,77.3,158.6,100.8,17.01,12.23,7.7,3.8,3.56,6.18,17.02,23.26,5.94,-0.08,0.09,-5.29,-5.7,-2.5,5.1,12.57,82.6,73.5,87.9,87.9,87.9,87.9,87.9,76.7,294.76,296.26,299.19,299.04,298.48,295.72,296.7366666,297.1695238,282.13,287.16,292.5,292.155,292.505,286.525,295.72,289.8135714,0.06895,0.13615,0.0334,0.04465,0.0205,0.0351,0.0795,0.05975,0.258725,0.4631,0.4157,0.40725,0.3041,0.303425,0.379175,0.338258333,0.136525,0.151825,0.061375,0.073125,0.046175,0.07345,0.116575,0.06425,75
2014,35,-86.10066541,39.4901409,66.3,44.1,4.7,0,0,46.3,97.8,119.5,143.3,68.8,118.9,59.7,69.3,62.9,159,115.3,18.86,9.65,4.21,-0.48,0.14,8.39,18.05,23.32,6.9,-0.46,-4.19,-11.55,-9.67,-3.86,5.79,11.64,87.9,87.9,87.9,87.9,87.9,87.9,87.9,78,293.08,295.1,298.405,299.25,300.82,297.535,295.5283334,297.102619,278.965,280.605,292.655,290.605,293.78,287.16,297.535,288.7578572,0.093425,0.08935,0.07795,0.0298,0.0284,0.0266,0.086908333,0.06177619,0.22925,0.4326,0.47335,0.44095,0.30115,0.29465,0.3784,0.345583333,0.1714,0.1094,0.075525,0.06575,0.054775,0.05485,0.118775,0.058458333,79.3
2015,35,-86.10066541,39.4901409,70.1,37.3,17.4,0,0,48.4,89.4,100.4,86,64.2,71.8,49.9,53.2,118.9,146.8,70.2,18.26,7.72,5.33,1.46,-1.71,9.32,18.02,24.43,7.01,-2.09,-1.54,-7.87,-12.14,-1.53,6.34,13.05,32.7,55.8,87.9,87.9,87.9,87.9,87.9,54.3,292.415,293.02,299.195,297.985,299.65,297.775,294.8766666,296.4166666,282.18,286.335,292.74,294.135,292.14,289.305,297.775,290.6585714,0.1187,0.097975,0.033925,0.05215,0.026175,0.029425,0.083533333,0.06312619,0.2669,0.43125,0.4748,0.43935,0.3415,0.311875,0.390983333,0.364241667,0.182825,0.111,0.070575,0.073025,0.06035,0.064225,0.121466667,0.065866667,85
2016,35,-86.10066541,39.4901409,75.1,52.6,32.5,0.8,12,59.3,96.1,107.5,76,89.3,140,34,80.6,121,106.7,104.6,19.56,14.5,10.88,2.8,5.7,14.3,17.7,21.7,7.34,3.33,2.72,-6.7,-4.2,3.7,5.4,10.6,22.8,55.1,87.9,87.9,87.9,87.9,87.9,79.8,293.8,296.435,300.85,299.815,298.725,298.995,297.0283334,297.949762,282.64,285.88,292.32,294.915,292.575,290.345,298.995,291.0957142,0.07145,0.025675,0.078825,0.036775,0.0707,0.0279,0.05865,0.052853571,0.25585,0.39035,0.434475,0.33755,0.369825,0.2847,0.360225,0.330691667,0.146725,0.051475,0.099525,0.05215,0.0879,0.055075,0.099241667,0.065041667,92.8
2017,35,-86.10066541,39.4901409,58.6,46.6,3.9,10.6,37,60.8,100.4,119.7,50.9,50.5,87.7,93.5,48.1,112,136.8,150.3,22.1,14.8,3.7,5.5,11.1,11.6,20.7,22.2,9.8,2.7,-4.2,-2.2,-0.4,1.1,8.9,11.1,22.6,24,41.2,87.9,87.9,87.9,87.9,87.9,295.595,296.765,299.665,302.37,300.54,298.9,297.3416666,298.7395238,282.645,287.985,290.375,293.625,290.04,290.1,298.9,290.5242858,0.0653,0.031825,0.01895,0.02495,0.030725,0.032925,0.038691667,0.034766667,0.27255,0.437675,0.39695,0.42,0.391575,0.328625,0.369058333,0.380066667,0.13925,0.059725,0.0475,0.06535,0.0741,0.06865,0.082158333,0.069366667,83.1
2018,35,-86.10066541,39.4901409,67.7,45.1,2.3,0,18,54.5,79.3,114.7,104.1,100.3,45.7,50.8,162.7,102.8,106.3,109.3,20,11.8,3.9,1.2,7.5,8.5,13.7,26.8,8.4,1.4,-5.5,-8.1,-2.7,-1.4,2.1,15.3,58.3,87.9,87.9,87.9,87.9,87.9,87.9,77.1,295.46,299.56,301.45,301.65,300.6,298.86,298.8233334,299.4861904,278.64,290.595,294.62,293.525,293.605,290.225,298.86,291.4385714,0.073775,0.05055,0.0247,0.0409,0.035475,0.024225,0.049675,0.042757143,0.203325,0.38085,0.425275,0.4015,0.351525,0.29825,0.336483333,0.350425,0.1544,0.0787,0.055525,0.082175,0.074225,0.054675,0.096208333,0.070358333,70
2019,35,-86.10066541,39.4901409,65.3,33.4,25.1,0.8,15.5,50.8,78.3,98.4,80.8,120.3,119.9,99.1,106.8,102.5,148.5,147.3,18.9,7.5,7.3,2.7,6.5,8.9,17.9,23.8,7.5,-0.4,-1.5,-6.4,-3.6,-2.1,5.8,11.7,87.9,87.9,87.9,87.9,87.9,87.9,87.9,87.9,296.02,296.005,299.77,300.53,299.87,302.545,297.265,298.8578572,281.405,288.285,291.5,293.915,292.55,292.55,302.545,291.8214286,0.083275,0.036125,0.023975,0.023425,0.02245,0.0273,0.047791667,0.037763095,0.26445,0.444225,0.4273,0.38925,0.367475,0.28125,0.378658333,0.345991667,0.171175,0.066175,0.05395,0.0575,0.05685,0.06325,0.0971,0.0592,68.8
2020,35,-86.10066541,39.4901409,85.2,37.1,26.4,17.8,7.3,66,73.8,100.6,116.4,85.5,93.2,112.8,86.1,123.5,67.5,132.6,20.7,8.4,7.6,5.6,5.2,13,15.8,21.3,7.6,-1.9,-1.2,-3.2,-4.6,2,3.9,9.6,55.4,87.9,87.9,87.9,87.9,87.9,78.2,87.9,294.9,294.42,300.42,300.44,299.295,296.025,296.58,297.44,279.245,283.28,291.67,295.28,292.77,287.595,296.025,289.4092858,0.0697,0.035725,0.085925,0.051575,0.02755,0.056,0.063783333,0.05575119,0.2685,0.41795,0.4316,0.419525,0.367275,0.314725,0.372683333,0.367175,0.14105,0.073575,0.1016,0.08,0.060875,0.0877,0.105408333,0.076191667,83.3
2021,35,-86.10066541,39.4901409,73.3,55.6,18.8,1.4,0,67.3,94,106.6,101.5,116.3,51.2,63.8,68.7,96.6,103.6,96.7,19,14,5.7,3.5,1.2,13.4,17.3,21.4,6.3,3.5,-2.9,-5.3,-8.6,2.4,5.4,9.7,38.1,87.9,87.9,87.9,87.9,87.9,87.9,73.2,294.01,295.24,299.315,299.88,300.425,297.81,296.1883334,297.552619,281.475,285.595,293.435,294.04,293.53,290,297.81,290.8407142,0.063475,0.02715,0.04545,0.0365,0.031775,0.08145,0.045358333,0.047308333,0.264975,0.443675,0.411,0.42745,0.297175,0.313125,0.373216667,0.345916667,0.123225,0.057975,0.066575,0.068125,0.041125,0.100975,0.082591667,0.070075,69
2003,36,-87.41735414,38.69073982,68.9,42.9,24.6,0,1.1,59.8,97.2,109.2,110.8,56.3,99.8,24.3,100.1,76.7,101,183.7,18.45,10.73,5.91,0.48,2.58,14.06,19.19,22.57,7.08,1.12,-1.91,-8.06,-5.68,1.53,7.82,12.14,84.7,95.3,129.1,129.1,129.1,129.1,127.8,129.1,297.4,299.91,303.745,299.875,300.915,294.8,300.3516666,299.5709524,276.38,282.505,288.75,291.76,290.355,283.635,294.8,286.8835714,0.129225,0.13865,0.094325,0.05165,0.040575,0.053775,0.120733333,0.089847619,0.259175,0.319925,0.34815,0.443425,0.380725,0.268425,0.309083333,0.364191667,0.271575,0.290425,0.2221,0.104175,0.08205,0.094225,0.261366667,0.093483333,58
2004,36,-87.41735414,38.69073982,67.4,48.2,31.4,1,21,61.9,80.9,121.7,61.6,139.2,56.5,115,19.3,85,43.1,225.9,20.43,14.69,6.72,2.79,6.38,14.14,19.51,25.78,7.11,4.28,-1.46,-6.37,-3.67,3.4,7.74,15.08,56.9,129.1,129.1,129.1,129.1,129.1,89.1,129.1,296.005,300.635,299.885,298.655,297.41,297.155,298.8416666,298.3695238,275.415,286.365,288.52,290.395,287.415,285.05,297.155,287.1878572,0.11185,0.1101,0.05815,0.07985,0.04175,0.066075,0.093366667,0.080163095,0.294125,0.31065,0.416125,0.46165,0.4078,0.254875,0.3403,0.374775,0.22485,0.228975,0.127975,0.070525,0.076725,0.119525,0.193933333,0.088925,60.8
2005,36,-87.41735414,38.69073982,79.1,45.7,15.8,10.6,33.4,61.4,93.2,115,176.9,145.5,46.3,177.4,57.9,60,85.5,87.2,20.49,13.73,6.1,4.84,8.38,10.57,19.77,23.44,9.01,5.05,-3.29,-2.51,-1.06,-0.18,7.7,10.32,129.1,129.1,129.1,129.1,129.1,126.4,114.5,82.4,295.43,300.25,304.31,301.66,301.595,299.505,299.9966666,300.392381,278.37,281.39,290.66,292.81,289.59,286.855,299.505,288.4542858,0.123725,0.180125,0.06805,0.047325,0.04225,0.06005,0.123966667,0.092213095,0.28195,0.36765,0.399425,0.3999,0.3517,0.210425,0.349675,0.320675,0.2294,0.364175,0.1528,0.09115,0.08085,0.122275,0.248791667,0.098091667,63.3
2006,36,-87.41735414,38.69073982,33.6,58.5,2.2,35.8,22.5,60.4,110.7,120.1,24.8,131.8,55.2,86.3,42.9,211.4,140.9,134.2,20.65,14.51,3.16,9.86,6.66,12.29,21.44,22.99,8.17,2.29,-4.56,0.67,-4.22,1.68,9.07,12,28.7,95.4,101.8,129.1,129.1,129.1,129.1,129.1,297.515,296.635,303.3,302.58,299.025,297.985,299.15,299.4557142,278.26,286.285,288.73,293.015,289.885,285.525,297.985,288.5264286,0.11115,0.1484,0.0803,0.047225,0.043675,0.073575,0.113283333,0.088229762,0.28825,0.31025,0.295075,0.392975,0.393525,0.27815,0.297858333,0.354883333,0.233,0.190925,0.15645,0.093025,0.079075,0.13385,0.193458333,0.101983333,65.8
2007,36,-87.41735414,38.69073982,76.4,44.1,34.3,16.4,0,65.9,96.8,106,131.2,114.6,137.2,105.6,79.2,73.1,93.1,53.9,18.16,13.64,9.52,5.54,1.14,16.94,17.53,26.86,5.87,3.05,-0.34,-2.56,-8.46,5.32,5.74,14.22,129.1,129.1,129.1,129.1,129.1,129.1,120.8,66,293.305,296,303.155,299.79,300.975,300.015,297.4866666,298.675238,277.075,287.215,289.015,291.765,292.195,287.095,300.015,289.1964286,0.20885,0.14615,0.0667,0.0338,0.054225,0.0776,0.140566667,0.103984524,0.3424,0.3848,0.4195,0.4377,0.436125,0.28955,0.382233333,0.387791667,0.313675,0.239425,0.142475,0.07005,0.09565,0.136675,0.231858333,0.100791667,58
2008,36,-87.41735414,38.69073982,92.2,44.9,27.9,1.8,6.6,57.3,93.6,122.5,122.2,42,153.9,62.9,110.9,288,104.8,190.4,23.3,13.24,6.8,4.19,4.6,11.37,18.42,22.25,10.82,1.96,-1.33,-5.55,-4.19,1.09,6.63,10.86,44.6,39.7,129.1,129.1,129.1,129.1,129.1,129.1,291.435,297.525,303.125,299.9,298.68,295.5,297.3616666,297.6466666,276.665,280.68,289.325,291.26,289.98,285.06,295.5,286.9242858,0.1434,0.139325,0.104175,0.03195,0.032775,0.051475,0.128966667,0.090295238,0.290225,0.316075,0.324575,0.471475,0.4499,0.357975,0.310291667,0.42645,0.253475,0.292625,0.211625,0.06245,0.062125,0.08395,0.252575,0.069508333,65.5
2009,36,-87.41735414,38.69073982,53.8,46.2,14.1,0,32.6,73.7,98.9,121.6,46.3,71.7,129.5,50.7,63.7,61,178.3,195.8,20.98,11.67,6.06,1.64,7.88,14.89,18.8,23.95,7.18,1.14,-4.3,-7.92,-2.75,3.07,7.34,12.84,28.5,50.4,116.4,116.4,129.1,125.6,129.1,129.1,292.54,299.605,301.365,297.445,296.505,293.44,297.8366666,296.962381,274.835,283.36,290.175,289.35,289.035,285.05,293.44,286.4635714,0.15815,0.139075,0.102575,0.0534,0.03735,0.056975,0.133266667,0.097255952,0.272875,0.293225,0.3443,0.454375,0.441525,0.378175,0.303466667,0.424691667,0.2558,0.2505,0.183125,0.092325,0.074975,0.09195,0.229808333,0.086416667,57.5
2010,36,-87.41735414,38.69073982,69.6,43.8,15.6,0,0,57.6,103.2,119.8,214,37.4,103.3,43.4,34.2,89.4,82.5,146.4,17.15,15.22,5.03,0.48,1.89,13.79,22.49,24.84,6.3,4.44,-2.94,-6.82,-6.15,2.65,9.45,14.35,129.1,120.8,129.1,129.1,129.1,129.1,104.3,123.6,294.58,298.165,300.22,300.55,300.235,296.835,297.655,298.32,279.43,285.37,291.1,293.405,292.055,284.51,296.835,288.9578572,0.11955,0.11905,0.066025,0.04205,0.042975,0.0981,0.101541667,0.084184524,0.2999,0.3419,0.372725,0.438775,0.41825,0.294625,0.338175,0.383883333,0.206975,0.22145,0.117675,0.074,0.076725,0.157775,0.182033333,0.102833333,53.1
2011,36,-87.41735414,38.69073982,32.7,59.4,0.8,0,29.6,66.1,101.6,108.9,26.9,164.4,28.6,37.1,109.6,119.1,250.9,183.1,23.28,14.68,1.68,0.91,7.28,12.77,20.72,23.53,7.26,1.94,-5.49,-6.66,-2.92,2.87,8.73,12.94,25.2,121.9,123,123,129.1,129.1,129.1,129.1,292.93,299.535,299.545,302.675,300.665,296.175,297.3366666,298.4088096,276.605,284.795,292.895,295.49,291.13,281.625,296.175,288.3878572,0.129375,0.11855,0.122975,0.038225,0.04505,0.081525,0.123633333,0.094190476,0.2544,0.266575,0.36565,0.46115,0.44905,0.2808,0.295541667,0.397,0.266475,0.241075,0.167125,0.0786,0.080575,0.1113,0.224891667,0.090158333,56.9
2012,36,-87.41735414,38.69073982,76.5,56,32.9,30.1,41.3,82.9,100.6,125.4,72.3,188.4,131.5,79.7,42.2,91.4,78.6,100,20.64,14.98,8.72,7.24,9.12,19.64,20.63,27.83,6.87,5.03,0.26,-2.74,-1.11,7.32,7.5,15.02,70,129.1,129.1,129.1,129.1,129.1,103.2,72.7,296.085,302.775,303.265,304.82,302.19,297.825,300.7083334,301.0954762,278.8,288.035,291.395,294.74,289.985,281.435,297.825,288.8878572,0.140525,0.127525,0.057625,0.04355,0.056125,0.098875,0.108558333,0.090397619,0.300375,0.316525,0.43245,0.430425,0.2733,0.239675,0.349783333,0.314466667,0.29975,0.254325,0.1172,0.075275,0.10425,0.179575,0.223758333,0.1197,44
2013,36,-87.41735414,38.69073982,80.2,43.8,28.7,9.5,18.1,50.6,89.3,112.9,89.9,40.4,103.5,121.9,62.4,101.5,129.6,161.2,18.59,13.78,9.24,5.59,5.83,8.09,18.62,24.22,7.14,1.35,1.06,-3.75,-3.57,-1.1,6.51,13.45,68.9,63.4,129.1,129.1,129.1,129.1,129.1,129.1,291.93,298.595,303.52,301.86,298.505,298,298.015,298.6321428,275.62,281.875,290.27,290.565,290.72,286.785,298,287.6907142,0.137925,0.10925,0.115675,0.05195,0.027825,0.062375,0.12095,0.089421429,0.2537,0.301375,0.369425,0.4596,0.51885,0.3991,0.308166667,0.459183333,0.2599,0.2069,0.2346,0.107625,0.07345,0.106275,0.2338,0.095783333,65.6
2014,36,-87.41735414,38.69073982,73,48,13.1,0,0,65.7,107.6,124.5,148.5,67.7,131.7,52.2,66.5,66.8,199,113.9,20.2,11.24,5.46,1.59,2.16,10.93,19.85,25.16,8,0.31,-3.48,-9.34,-7.68,-1.78,7.85,13.73,109.9,126.2,129.1,129.1,129.1,129.1,129.1,112.9,290.15,289.65,302.045,298.56,297.945,294.9,293.9483334,295.3140476,274.8,280.905,289.985,289.015,292.07,284.665,294.9,286.62,0.147975,0.196525,0.07485,0.0245,0.029125,0.0531,0.139783333,0.095122619,0.24175,0.33645,0.33905,0.459575,0.442,0.290025,0.30575,0.3972,0.276575,0.2835,0.157775,0.055925,0.061375,0.091075,0.239283333,0.069458333,63.4
2015,36,-87.41735414,38.69073982,79.1,44.1,25.3,2.1,0,57.1,102.3,110.9,111.3,69.1,79,50.3,105.7,141.9,160,93.3,19.99,9.08,6.73,3.72,0.75,11.9,20.14,25.51,8.35,-1.14,-0.32,-5.57,-9.81,0.61,8.41,14.29,86.1,107.6,129.1,129.1,129.1,129.1,129.1,106.8,297.7,298.5,298.01,299.985,298.3,298.495,298.07,298.4371428,277.76,279.77,291.085,292.58,290.985,284.75,298.495,287.9178572,0.164375,0.147175,0.12145,0.0379,0.032225,0.097975,0.144333333,0.106490476,0.27845,0.288525,0.458525,0.521725,0.4379,0.3175,0.341833333,0.425708333,0.3029,0.267175,0.13675,0.07545,0.068675,0.151675,0.235608333,0.0986,56.7
2016,36,-87.41735414,38.69073982,83.2,56.4,38,3.2,37,68.3,105.6,116.2,82.8,130.1,149.8,33.1,74.9,131.2,110.5,118.5,21.35,15.83,12.05,4.4,7.8,16,19.9,23.3,8.69,4.8,3.69,-5.1,-2.1,5.2,7.3,12,51.4,118.6,129.1,129.1,129.1,129.1,128.4,124.8,296.375,298.645,304.02,300.145,298.535,299.305,299.68,299.5292858,278.205,283.24,291.565,292.77,290.335,288.77,299.305,289.17,0.139675,0.147825,0.06945,0.03225,0.041375,0.08875,0.118983333,0.091186905,0.2646,0.324425,0.429925,0.4779,0.4164,0.295375,0.33965,0.396558333,0.299125,0.30515,0.144325,0.05825,0.068475,0.155625,0.249533333,0.094116667,65
2017,36,-87.41735414,38.69073982,71,51.4,16.4,24.3,42.6,72.7,110,131.6,49.4,68.7,81.3,72.9,37,120.5,174.2,164.8,24.1,16.1,5.4,7.3,13.2,13.9,22.4,24.4,11,3.9,-3.1,-0.6,1.2,2.9,10.5,12.8,79.5,93.4,129.1,129.1,122.8,129.1,129.1,129.1,293.535,302.325,305.055,299.57,295.87,298.48,300.305,299.3057142,279.09,283.78,290.965,292.635,288.03,287.715,298.48,288.6707142,0.147175,0.14945,0.11605,0.0375,0.033475,0.06425,0.137558333,0.097922619,0.2842,0.366,0.39975,0.478725,0.46815,0.413625,0.349983333,0.4535,0.2677,0.316325,0.2303,0.081625,0.070375,0.086275,0.271441667,0.079425,68.3
2018,36,-87.41735414,38.69073982,74.9,53.1,14.7,0,31.4,64.2,90.8,125,125.4,72.7,44.7,46,174,139.3,95.1,127.5,21.5,13.8,5.9,3,9.6,10.9,15.8,28.9,9.4,2.6,-4,-7,-1,0.8,3.7,17.2,87.5,103.5,117.6,117.6,129.1,129.1,128.7,124.8,294.51,305.435,302.695,299.345,300.18,299.715,300.88,300.3942858,273.5,288.78,291.665,291.305,291.895,287.78,299.715,289.2342858,0.143375,0.12545,0.04325,0.079825,0.065875,0.07035,0.104025,0.090307143,0.24175,0.27725,0.44365,0.464875,0.426525,0.18545,0.320883333,0.35895,0.26055,0.24095,0.088775,0.10465,0.0865,0.1371,0.196758333,0.109416667,63.2
2019,36,-87.41735414,38.69073982,73.4,36.5,29.4,4.7,28.8,61.2,90.1,112.9,90.3,119.3,135.9,110.5,134.5,114.5,166.6,179,20.7,8.7,8.6,4.5,8.3,10.9,19.8,25.6,8.5,0,-0.5,-4.4,-1.9,-0.4,7.5,13.3,129.1,129.1,129.1,129.1,129.1,129.1,129.1,129.1,295.635,296.88,305.015,302.065,297.47,296.5,299.1766666,298.9630952,276.375,280.195,289.85,293.145,290.785,288.685,296.5,287.9335714,0.163575,0.134775,0.136825,0.066125,0.053675,0.0353,0.145058333,0.105047619,0.295325,0.269775,0.3303,0.40845,0.468625,0.374275,0.298466667,0.417116667,0.282175,0.22555,0.2781,0.13815,0.072125,0.07085,0.261941667,0.093708333,63.1
